"","ACANTH_EC","CHAE_PER","CHIT_CUM","CHIT_GRA","CHIT_LAT","ENOPLOCH","TON_BENA","TON_CHIL","TON_ELEG","TON_SP","COL_ORB","COL_PARA","COLLISELLA_SP","FIS_COST","FIS_CRAS","FIS_CUM","FIS_LIMB","FIS_MAX","FIS_PICT","FIS_PULC","FIS_SP","SCU_ARAU","SCU_BOHE","SCU_CECI","SCU_FRAG","SCU_PLAN","SCU_PARA","SCU_SCUR","SCU_VARI","SCU_VIRI","SCU_ZEBR","TEG_ATRA","LITT_ARAU","LITT_PERU","CALIPTR","CONCHOLE","NUCELLA","SIPHONAR","BRACHIDO","PERUMYTI","SEMIMYTI","JHELIUS","NOTHOCHT","AUSTROMEG","BALAN_SP","BALAN_FL","BALAN_LA","TALIEPUS_DENTATUS","ACA_GAYI","ACA_HASS","HELIASTE","STICHAS","ANTHOTOE","BUNODACT","ISOLAUCT","PARANTHEO","PHYMACTI","PYURA","PHRAGMET","BRYOPSIS","CENTROC","CERAMIUM","CHAETOMO","CLADOPH","ECTOCARP","POLYSIPH","RAMA","RIZHOCL","ENTEROMO","PORPHYRA","SCYTHOSI","ULVA_SP","CRYPTOM","PETALONI","SARCOTH","SCHYZIMENIA","ADENOCY","AHNFELTI","AHNPSIS","CHONDRUS","CODIUM","COLP_PHA","COLP_SIN","GEL_REX","GEL_SP","GLOSSOPH","GRATELOU","GYMNOG","HALO_FUN","LAURENC","MAZZAE","MONTEMAR","NOTHOGE","PETROGLO","PLOCAM","PRIONIT","RHODYM","SCHOTTE","TREMATO","DURV_PRI","LESS_PRI","MACR_PRI","DURV_ANT","LESS_NIG","MACR_PYR","CORALLIN","HILDENB","LITHOTH","RALFSIA","ULV_CRU","PEYSO","DIATOMS","SAND","BA_ROCK","SEASON_CODE","YEAR","TIME","HEIGHT_CODE","BENCH","SLATITUDE","SOUTHLAT","WESTLONG","MEANSST","SEASON","YEAR_2","SITE","HEIGHT","BENCH.1","QUADRAT","ROW_N"
"449",0,0,0,0,0,8,0,0.039999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,0,4,0,88,0,0,0,0,0,0,2,1998,2,3,1,29,29.68,71.32,14.97,"summer",1998,"ARR","L",1,"ARR_L3_4",449
"450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,52,0,16,1,76,0,0,0,0,0,0,2,1998,2,3,1,29,29.68,71.32,14.97,"summer",1998,"ARR","L",1,"ARR_L3_5",450
"451",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,92,0,0,0,0,0,0,2,1998,2,3,1,29,29.68,71.32,14.97,"summer",1998,"ARR","L",1,"ARR_L3_6",451
"452",0,0,0,16,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,16,4,60.00000381,0,0,0,0,0,4,2,1998,2,3,1,29,29.68,71.32,14.97,"summer",1998,"ARR","L",1,"ARR_L3_7",452
"453",0,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,44,0,44,0,0,0,0,0,0,2,1998,2,3,1,29,29.68,71.32,14.97,"summer",1998,"ARR","L",1,"ARR_L3_8",453
"454",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,8,0,92,0,0,0,0,0,0,2,1998,2,3,1,29,29.68,71.32,14.97,"summer",1998,"ARR","L",1,"ARR_L3_9",454
"455",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,1,96,0,0,0,0,0,0.039999999,2,1998,2,3,1,29,29.68,71.32,14.97,"summer",1998,"ARR","L",1,"ARR_L3_10",455
"456",4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,16,0,12,0,84,0,0,0,0,0,0.039999999,2,1998,2,3,1,29,29.68,71.32,14.97,"summer",1998,"ARR","L",1,"ARR_L3_11",456
"457",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,1998,2,2,1,30,30.18,71.47,14.27,"summer",1998,"GUA","M",1,"GUA_ML3_1",457
"458",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1998,2,2,1,30,30.18,71.47,14.27,"summer",1998,"GUA","M",1,"GUA_ML3_2",458
"459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,80,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1998,2,2,1,30,30.18,71.47,14.27,"summer",1998,"GUA","M",1,"GUA_ML3_3",459
"460",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,1,40,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,12,2,1998,2,2,1,30,30.18,71.47,14.27,"summer",1998,"GUA","M",1,"GUA_ML3_4",460
"461",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,16,0,0,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,8,2,1998,2,2,1,30,30.18,71.47,14.27,"summer",1998,"GUA","M",1,"GUA_ML3_5",461
"462",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,0,0,0,4,0,0,0,0,0,4,0,0,0,0,24,0,0,0,36,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1998,2,2,1,30,30.18,71.47,14.27,"summer",1998,"GUA","M",1,"GUA_ML3_6",462
"463",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,36,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1998,2,2,1,30,30.18,71.47,14.27,"summer",1998,"GUA","M",1,"GUA_ML3_7",463
"464",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,68,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1998,2,2,1,30,30.18,71.47,14.27,"summer",1998,"GUA","M",1,"GUA_ML3_8",464
"465",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,56,0,4,4,64,0,0,0,0,0,1,2,1998,2,3,1,30,30.18,71.47,14.27,"summer",1998,"GUA","L",1,"GUA_L3_1",465
"466",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,40,0,12,8,68,0,0,0,0,0,0,2,1998,2,3,1,30,30.18,71.47,14.27,"summer",1998,"GUA","L",1,"GUA_L3_2",466
"467",4,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,8,0,1,0,20,0,0,0,0,0,0,2,1998,2,3,1,30,30.18,71.47,14.27,"summer",1998,"GUA","L",1,"GUA_L3_3",467
"468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,4,0,8,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.00000381,0,0,0,4,0,0,0,0,0,0,2,1998,2,3,1,30,30.18,71.47,14.27,"summer",1998,"GUA","L",1,"GUA_L3_4",468
"469",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,1,0,12,0,0,0,0,0,1,2,1998,2,3,1,30,30.18,71.47,14.27,"summer",1998,"GUA","L",1,"GUA_L3_5",469
"470",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,28,0,1,4,76,0,0,0,0,0,0,2,1998,2,3,1,30,30.18,71.47,14.27,"summer",1998,"GUA","L",1,"GUA_L3_6",470
"471",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,72,0,8,8,68,0,0,0,0,0,0,2,1998,2,3,1,30,30.18,71.47,14.27,"summer",1998,"GUA","L",1,"GUA_L3_7",471
"472",12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,40,0,0,0,88,0,0,0,0,0,0,2,1998,2,3,1,30,30.18,71.47,14.27,"summer",1998,"GUA","L",1,"GUA_L3_8",472
"473",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,12,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,80,0,0,4,72,0,0,0,0,0,0,2,1998,2,3,1,30,30.18,71.47,14.27,"summer",1998,"GUA","L",1,"GUA_L3_9",473
"474",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,0,4,8,20,0,0,0,0,0,0,2,1998,2,3,1,30,30.18,71.47,14.27,"summer",1998,"GUA","L",1,"GUA_L3_10",474
"475",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,8,0,0,0,0,0,12,2,1998,2,2,1,30,30.92,71.5,14.27,"summer",1998,"PTAL","M",1,"TALC_ML3_1",475
"476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,8,2,1998,2,2,1,30,30.92,71.5,14.27,"summer",1998,"PTAL","M",1,"TALC_ML3_2",476
"477",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,48,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,4,2,1998,2,2,1,30,30.92,71.5,14.27,"summer",1998,"PTAL","M",1,"TALC_ML3_3",477
"478",0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,1,2,1998,2,2,1,30,30.92,71.5,14.27,"summer",1998,"PTAL","M",1,"TALC_ML3_4",478
"479",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,68,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,16,0,0,0,0,0,4,2,1998,2,2,1,30,30.92,71.5,14.27,"summer",1998,"PTAL","M",1,"TALC_ML3_5",479
"480",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,0,0,0,24,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,2,1998,2,2,1,30,30.92,71.5,14.27,"summer",1998,"PTAL","M",1,"TALC_ML3_6",480
